Datum;Bolag;Antal annonser;Antal tjanster;Nya annonser 30d;Nya tjanster 30d;Nya annonser 14d;Nya tjanster 14d;Nya annonser 7d;Nya tjanster 7d;Aktivitetstakt % (14d);% heltid;% tills vidare;% lang;% kort;% erfarenhet kravs;Top 3 regioner (totalt);Top 3 regioner (14 dagar);Top 3 yrkesomraden;Top 5 yrkesgrupper
2026-05-29;TNG Group;49;49;48;48;23;23;14;14;46.9;89.8;71.4;0.0;18.4;100.0;Stockholms län (25) | Västra Götalands län (8) | Skåne län (6);Stockholms län (14) | Skåne län (3) | Västra Götalands län (3);Data/IT (16) | Försäljning, inköp, marknadsföring (10) | Yrken med teknisk inriktning (8);Mjukvaru- och systemutvecklare m.fl. (11) | Ingenjörer och tekniker inom maskinteknik (6) | Företagssäljare (6) | Ekonomi- och finanschefer (2) | Övriga kontorsassistenter och sekreterare (2)
2026-05-29;Eterni Sweden;95;183;90;169;2;4;2;4;2.1;93.7;100.0;0.0;0.0;100.0;Kronobergs län (22) | Jönköpings län (20) | Västra Götalands län (11);Jönköpings län (1) | Kronobergs län (1);Industriell tillverkning (36) | Transport, distribution, lager (20) | Installation, drift, underhåll (11);Maskinställare och maskinoperatörer, metallarbete (16) | Truckförare (10) | Montörer, metall-, gummi- och plastprodukter (6) | Lager- och terminalpersonal (5) | Underhållsmekaniker och maskinreparatörer (4)
2026-05-29;Friday;143;152;96;101;45;47;27;28;31.5;100.0;99.3;0.0;0.7;100.0;Västra Götalands län (49) | Stockholms län (32) | Östergötlands län (25);Västra Götalands län (16) | Stockholms län (8) | Skåne län (8);Yrken med teknisk inriktning (68) | Data/IT (42) | Försäljning, inköp, marknadsföring (12);Ingenjörer och tekniker inom maskinteknik (28) | Mjukvaru- och systemutvecklare m.fl. (23) | Ingenjörer och tekniker inom elektroteknik (12) | Civilingenjörsyrken inom maskinteknik (11) | Civilingenjörsyrken inom elektroteknik (9)
2026-05-29;Gazella;3;3;3;3;2;2;0;0;66.7;100.0;66.7;0.0;33.3;100.0;Stockholms län (3);Stockholms län (2);Administration, ekonomi, juridik (3);Redovisningsekonomer (2) | Finansanalytiker och investeringsrådgivare m.fl. (1)
2026-05-29;Insitepart;33;39;27;29;17;19;11;13;51.5;57.6;15.2;0.0;42.4;100.0;Stockholms län (14) | Jönköpings län (7) | Västra Götalands län (3);Stockholms län (7) | Kalmar län (2) | Västra Götalands län (2);Transport, distribution, lager (27) | Försäljning, inköp, marknadsföring (2) | Yrken med teknisk inriktning (2);Lager- och terminalpersonal (25) | Speditörer och transportmäklare (2) | Civilingenjörsyrken inom logistik och produktionsplanering (2) | Truckförare (2) | Kundtjänstpersonal (1)
2026-05-29;Wikan Personal;76;93;74;87;46;56;20;22;60.5;97.4;51.3;0.0;46.1;100.0;Skåne län (33) | Västerbottens län (10) | Gävleborgs län (9);Skåne län (24) | Västerbottens län (7) | Kronobergs län (5);Industriell tillverkning (22) | Bygg och anläggning (12) | Transport, distribution, lager (11);Maskinställare och maskinoperatörer, metallarbete (7) | Lastbilsförare m.fl. (6) | Svetsare och gasskärare (5) | Ingenjörer och tekniker inom maskinteknik (5) | Lager- och terminalpersonal (4)
2026-05-29;Konsultia;53;130;49;119;24;48;14;34;45.3;96.2;11.3;0.0;84.9;98.1;Västra Götalands län (18) | Norrbottens län (15) | Gävleborgs län (5);Västra Götalands län (12) | Norrbottens län (5) | Gävleborgs län (4);Industriell tillverkning (29) | Transport, distribution, lager (10) | Administration, ekonomi, juridik (6);Maskinställare och maskinoperatörer, metallarbete (12) | Truckförare (6) | Personal- och HR-specialister (5) | Övriga maskin- och processoperatörer vid stål- och metallverk (4) | Svetsare och gasskärare (3)
2026-05-30;Manpower;51;201;51;201;34;140;13;70;66.7;64.7;7.8;0.0;56.9;100.0;Västra Götalands län (13) | Skåne län (6) | Stockholms län (5);Västra Götalands län (5) | Dalarnas län (4) | Skåne län (4);Industriell tillverkning (24) | Transport, distribution, lager (11) | Administration, ekonomi, juridik (8);Lager- och terminalpersonal (7) | Maskinställare och maskinoperatörer, metallarbete (7) | Montörer, elektrisk och elektronisk utrustning (4) | Svetsare och gasskärare (3) | Truckförare (3)
2026-05-30;Lernia;183;239;129;149;78;85;38;42;42.6;84.2;18.0;0.0;68.3;100.0;Västra Götalands län (42) | Hallands län (34) | Jönköpings län (21);Västra Götalands län (21) | Jönköpings län (11) | Kalmar län (9);Industriell tillverkning (77) | Transport, distribution, lager (43) | Installation, drift, underhåll (18);Maskinställare och maskinoperatörer, metallarbete (23) | Lager- och terminalpersonal (22) | Truckförare (15) | Montörer, metall-, gummi- och plastprodukter (15) | Svetsare och gasskärare (8)
2026-05-30;Adecco;155;321;146;307;91;184;49;96;58.7;79.4;21.9;0.0;61.9;100.0;Stockholms län (27) | Skåne län (21) | Västra Götalands län (20);Stockholms län (23) | Västra Götalands län (12) | Skåne län (11);Industriell tillverkning (41) | Administration, ekonomi, juridik (34) | Yrken med teknisk inriktning (21);Maskinställare och maskinoperatörer, metallarbete (17) | Ingenjörer och tekniker inom maskinteknik (13) | Marknadsanalytiker och marknadsförare m.fl. (7) | Truckförare (7) | Lager- och terminalpersonal (7)
2026-05-30;Perido;25;25;25;25;16;16;11;11;64.0;88.0;20.0;0.0;80.0;100.0;Stockholms län (11) | Västra Götalands län (9) | Östergötlands län (3);Västra Götalands län (8) | Stockholms län (8);Administration, ekonomi, juridik (13) | Data/IT (6) | Försäljning, inköp, marknadsföring (5);Personal- och HR-specialister (3) | Inköpare och upphandlare (3) | Informatörer, kommunikatörer och PR-specialister (2) | Mjukvaru- och systemutvecklare m.fl. (2) | Kontorsreceptionister (2)
2026-05-30;Randstad;156;330;108;211;68;116;35;47;43.6;98.1;32.7;0.0;67.3;100.0;Västra Götalands län (51) | Stockholms län (34) | Östergötlands län (19);Västra Götalands län (23) | Stockholms län (16) | Uppsala län (6);Administration, ekonomi, juridik (30) | Industriell tillverkning (21) | Installation, drift, underhåll (21);Maskinställare och maskinoperatörer, metallarbete (13) | Kundtjänstpersonal (9) | Mjukvaru- och systemutvecklare m.fl. (8) | Övriga drifttekniker och processövervakare (8) | Civilingenjörsyrken inom maskinteknik (8)
2026-05-30;Academic Work;398;398;289;289;197;197;107;107;49.5;83.9;12.3;0.0;87.7;100.0;Stockholms län (141) | Skåne län (52) | Västra Götalands län (49);Stockholms län (73) | Skåne län (29) | Västra Götalands län (24);Administration, ekonomi, juridik (108) | Yrken med teknisk inriktning (76) | Data/IT (69);Mjukvaru- och systemutvecklare m.fl. (33) | Ingenjörer och tekniker inom elektroteknik (22) | Företagssäljare (20) | Informatörer, kommunikatörer och PR-specialister (20) | Ekonomiassistenter m.fl. (15)
2026-05-30;Studentconsulting;245;723;209;533;126;284;64;142;51.4;67.8;0.0;0.0;100.0;100.0;Skåne län (49) | Västra Götalands län (39) | Norrbottens län (36);Skåne län (25) | Västra Götalands län (21) | Norrbottens län (18);Transport, distribution, lager (109) | Administration, ekonomi, juridik (40) | Försäljning, inköp, marknadsföring (26);Lager- och terminalpersonal (46) | Lastbilsförare m.fl. (29) | Truckförare (16) | Företagssäljare (14) | Kundtjänstpersonal (9)
2026-05-30;Poolia;77;78;76;77;49;49;24;24;63.6;58.4;24.7;0.0;35.1;100.0;Skåne län (16) | Stockholms län (15) | Östergötlands län (13);Skåne län (10) | Östergötlands län (10) | Stockholms län (8);Administration, ekonomi, juridik (27) | Försäljning, inköp, marknadsföring (19) | Data/IT (13);Inköpare och upphandlare (10) | Controller (5) | Drifttekniker, IT (4) | Supporttekniker, IT (4) | Övriga kontorsassistenter och sekreterare (4)
2026-05-30;Uniflex;177;355;145;269;88;161;45;86;49.7;89.3;22.6;0.0;68.9;100.0;Västra Götalands län (32) | Jönköpings län (31) | Stockholms län (20);Stockholms län (19) | Jönköpings län (13) | Örebro län (8);Industriell tillverkning (68) | Transport, distribution, lager (45) | Bygg och anläggning (23);Lager- och terminalpersonal (25) | Maskinställare och maskinoperatörer, metallarbete (15) | Svetsare och gasskärare (11) | Montörer, metall-, gummi- och plastprodukter (8) | Lastbilsförare m.fl. (7)
2026-05-30;OnePartnerGroup;193;303;172;269;95;168;62;118;49.2;92.7;85.0;0.0;10.4;96.4;Jönköpings län (37) | Västra Götalands län (37) | Stockholms län (16);Jönköpings län (18) | Västra Götalands län (16) | Stockholms län (10);Industriell tillverkning (51) | Transport, distribution, lager (38) | Installation, drift, underhåll (22);Lager- och terminalpersonal (17) | Truckförare (10) | Företagssäljare (10) | Maskinställare och maskinoperatörer, metallarbete (9) | Montörer, metall-, gummi- och plastprodukter (8)
2026-05-30;Skill;81;84;72;75;45;48;29;32;55.6;92.6;43.2;0.0;49.4;100.0;Östergötlands län (58) | Västra Götalands län (13) | Jönköpings län (4);Östergötlands län (32) | Västra Götalands län (8) | Jönköpings län (3);Yrken med teknisk inriktning (27) | Industriell tillverkning (18) | Försäljning, inköp, marknadsföring (9);Ingenjörer och tekniker inom maskinteknik (10) | Maskinställare och maskinoperatörer, metallarbete (6) | Ingenjörer och tekniker inom elektroteknik (6) | Inköpare och upphandlare (5) | Mjukvaru- och systemutvecklare m.fl. (4)
2026-05-30;Arena Personal;101;101;73;73;65;65;47;47;64.4;74.3;44.6;0.0;30.7;100.0;Södermanlands län (35) | Stockholms län (23) | Västra Götalands län (10);Södermanlands län (21) | Stockholms län (18) | Skåne län (6);Transport, distribution, lager (69) | Industriell tillverkning (7) | Sanering och renhållning (6);Lastbilsförare m.fl. (49) | Lager- och terminalpersonal (12) | Motorfordonsmekaniker och fordonsreparatörer (5) | Truckförare (4) | Städare (4)
2026-05-30;Tranpenad;42;60;21;21;10;10;6;6;23.8;73.8;28.6;0.0;50.0;100.0;Västra Götalands län (21) | Stockholms län (6) | Uppsala län (5);Södermanlands län (3) | Jönköpings län (2) | Västmanlands län (1);Transport, distribution, lager (35) | Yrken med teknisk inriktning (3) | Chefer och verksamhetsledare (1);Lager- och terminalpersonal (22) | Truckförare (12) | Ingenjörer och tekniker inom maskinteknik (3) | Inköps-, logistik- och transportchefer (1) | Maskinställare och maskinoperatörer, metallarbete (1)
2026-05-30;Jobandtalent;124;139;95;106;61;61;29;29;49.2;68.5;14.5;0.0;62.1;99.2;Östergötlands län (31) | Västra Götalands län (18) | Stockholms län (17);Stockholms län (12) | Västra Götalands län (12) | Hallands län (7);Transport, distribution, lager (52) | Försäljning, inköp, marknadsföring (26) | Industriell tillverkning (16);Lastbilsförare m.fl. (29) | Butikssäljare, dagligvaror (23) | Lager- och terminalpersonal (17) | Truckförare (5) | Fastighetsskötare (3)
2026-05-30;NearYou;83;120;71;99;55;81;26;29;66.3;92.8;44.6;0.0;49.4;100.0;Västra Götalands län (60) | Kalmar län (9) | Jönköpings län (7);Västra Götalands län (37) | Jönköpings län (6) | Kalmar län (5);Industriell tillverkning (35) | Transport, distribution, lager (13) | Administration, ekonomi, juridik (9);Maskinställare och maskinoperatörer, metallarbete (11) | Truckförare (10) | Montörer, metall-, gummi- och plastprodukter (6) | Montörer, elektrisk och elektronisk utrustning (6) | Personal- och HR-specialister (4)
2026-05-30;SJR;25;25;25;25;16;16;8;8;64.0;44.0;36.0;0.0;12.0;100.0;Stockholms län (13) | Västra Götalands län (5) | Uppsala län (4);Stockholms län (7) | Västra Götalands län (5) | Uppsala län (2);Administration, ekonomi, juridik (22) | Försäljning, inköp, marknadsföring (1) | Chefer och verksamhetsledare (1);Redovisningsekonomer (7) | Ekonomiassistenter m.fl. (5) | Controller (5) | Ordersamordnare m.fl. (1) | Affärs- och företagsjurister (1)
2026-05-30;Clockwork;48;79;47;78;33;49;18;27;68.8;81.2;37.5;0.0;47.9;100.0;Dalarnas län (21) | Gävleborgs län (8) | Stockholms län (6);Dalarnas län (12) | Stockholms län (6) | Gävleborgs län (6);Transport, distribution, lager (12) | Administration, ekonomi, juridik (9) | Installation, drift, underhåll (6);Truckförare (5) | Underhållsmekaniker och maskinreparatörer (4) | Lager- och terminalpersonal (3) | Kundtjänstpersonal (3) | Maskinställare och maskinoperatörer, metallarbete (3)
2026-05-30;Logent;33;46;19;21;11;11;5;5;33.3;66.7;21.2;0.0;45.5;100.0;Skåne län (13) | Västra Götalands län (8) | Stockholms län (6);Skåne län (4) | Stockholms län (4) | Uppsala län (1);Transport, distribution, lager (19) | Industriell tillverkning (7) | Installation, drift, underhåll (3);Lager- och terminalpersonal (13) | Maskinoperatörer, kött- och fiskberedningsindustri (3) | Övriga bil-, motorcykel- och cykelförare (3) | Truckförare (3) | Motorfordonsmekaniker och fordonsreparatörer (2)
2026-05-30;Bemannia;32;33;31;32;22;22;18;18;68.8;53.1;9.4;0.0;50.0;100.0;Stockholms län (20) | Västra Götalands län (4) | Hallands län (3);Stockholms län (10) | Västra Götalands län (4) | Hallands län (3);Administration, ekonomi, juridik (16) | Sanering och renhållning (5) | Pedagogik (4);Renhållnings- och återvinningsarbetare (5) | Personal- och HR-specialister (3) | Övriga jurister (3) | Planerare och utredare m.fl. (2) | Mjukvaru- och systemutvecklare m.fl. (2)
2026-05-30;Framtiden i Sverige;166;166;132;132;66;66;42;42;39.8;99.4;98.8;0.0;0.6;100.0;Östergötlands län (40) | Stockholms län (33) | Västra Götalands län (22);Stockholms län (16) | Östergötlands län (14) | Västra Götalands län (8);Yrken med teknisk inriktning (63) | Data/IT (44) | Bygg och anläggning (19);Ingenjörer och tekniker inom maskinteknik (22) | Mjukvaru- och systemutvecklare m.fl. (14) | Ingenjörer och tekniker inom elektroteknik (12) | Systemadministratörer (10) | Ingenjörer och tekniker inom bygg och anläggning (10)
2026-05-30;Professionals Nord;169;202;127;154;74;89;41;51;43.8;92.9;81.7;0.0;16.6;95.3;Norrbottens län (70) | Västra Götalands län (19) | Stockholms län (16);Norrbottens län (28) | Stockholms län (9) | Västra Götalands län (9);Bygg och anläggning (47) | Installation, drift, underhåll (21) | Yrken med teknisk inriktning (18);VVS-montörer m.fl. (12) | Lastbilsförare m.fl. (11) | Ingenjörer och tekniker inom bygg och anläggning (9) | Arbetsledare inom bygg, anläggning och gruva (7) | Anläggningsmaskinförare m.fl. (7)
2026-05-30;Bravura;149;149;90;90;63;63;22;22;42.3;89.3;69.1;0.0;20.1;100.0;Stockholms län (62) | Västra Götalands län (22) | Skåne län (18);Stockholms län (21) | Västra Götalands län (13) | Skåne län (8);Försäljning, inköp, marknadsföring (34) | Data/IT (27) | Administration, ekonomi, juridik (22);Mjukvaru- och systemutvecklare m.fl. (17) | Företagssäljare (15) | Kundtjänstpersonal (10) | Ordersamordnare m.fl. (7) | Transportledare och transportsamordnare (6)
2026-05-30;Jurek;29;29;19;19;12;12;7;7;41.4;62.1;24.1;0.0;41.4;100.0;Stockholms län (15) | Västra Götalands län (7) | Skåne län (3);Stockholms län (6) | Skåne län (2) | Västra Götalands län (2);Administration, ekonomi, juridik (24) | Chefer och verksamhetsledare (2) | Försäljning, inköp, marknadsföring (1);Övriga kontorsassistenter och sekreterare (3) | Planerare och utredare m.fl. (3) | Controller (3) | Lednings- och organisationsutvecklare (3) | Ekonomiassistenter m.fl. (2)
2026-05-30;TNG Group;46;46;46;46;22;22;11;11;47.8;91.3;73.9;0.0;17.4;100.0;Stockholms län (24) | Västra Götalands län (7) | Skåne län (6);Stockholms län (14) | Skåne län (3) | Västra Götalands län (2);Data/IT (16) | Försäljning, inköp, marknadsföring (10) | Yrken med teknisk inriktning (7);Mjukvaru- och systemutvecklare m.fl. (11) | Ingenjörer och tekniker inom maskinteknik (6) | Företagssäljare (6) | Ekonomi- och finanschefer (2) | Övriga kontorsassistenter och sekreterare (2)
2026-05-30;Eterni Sweden;93;180;89;168;48;85;16;20;51.6;93.5;100.0;0.0;0.0;100.0;Kronobergs län (22) | Jönköpings län (19) | Västra Götalands län (11);Jönköpings län (12) | Kronobergs län (11) | Skåne län (8);Industriell tillverkning (35) | Transport, distribution, lager (19) | Installation, drift, underhåll (11);Maskinställare och maskinoperatörer, metallarbete (15) | Truckförare (9) | Montörer, metall-, gummi- och plastprodukter (6) | Lager- och terminalpersonal (5) | Underhållsmekaniker och maskinreparatörer (4)
2026-05-30;Friday;184;193;137;140;92;94;71;71;50.0;100.0;99.5;0.0;0.5;100.0;Östergötlands län (61) | Västra Götalands län (52) | Stockholms län (35);Östergötlands län (45) | Västra Götalands län (21) | Stockholms län (12);Yrken med teknisk inriktning (106) | Data/IT (44) | Försäljning, inköp, marknadsföring (12);Civilingenjörsyrken inom elektroteknik (47) | Ingenjörer och tekniker inom maskinteknik (28) | Mjukvaru- och systemutvecklare m.fl. (21) | Ingenjörer och tekniker inom elektroteknik (11) | Civilingenjörsyrken inom maskinteknik (11)
2026-05-30;Gazella;3;3;3;3;2;2;0;0;66.7;100.0;66.7;0.0;33.3;100.0;Stockholms län (3);Stockholms län (2);Administration, ekonomi, juridik (3);Redovisningsekonomer (2) | Finansanalytiker och investeringsrådgivare m.fl. (1)
2026-05-30;Insitepart;36;42;30;32;19;21;13;15;52.8;55.6;13.9;0.0;41.7;100.0;Stockholms län (14) | Jönköpings län (7) | Örebro län (5);Stockholms län (7) | Örebro län (3) | Kalmar län (2);Transport, distribution, lager (30) | Försäljning, inköp, marknadsföring (2) | Yrken med teknisk inriktning (2);Lager- och terminalpersonal (28) | Speditörer och transportmäklare (2) | Civilingenjörsyrken inom logistik och produktionsplanering (2) | Truckförare (2) | Kundtjänstpersonal (1)
2026-05-30;Wikan Personal;83;102;80;95;54;66;23;27;65.1;96.4;50.6;0.0;47.0;100.0;Skåne län (36) | Gävleborgs län (11) | Västerbottens län (10);Skåne län (27) | Västerbottens län (7) | Gävleborgs län (5);Industriell tillverkning (22) | Bygg och anläggning (14) | Transport, distribution, lager (12);Lastbilsförare m.fl. (6) | Maskinställare och maskinoperatörer, metallarbete (6) | Svetsare och gasskärare (5) | Ingenjörer och tekniker inom maskinteknik (5) | Lager- och terminalpersonal (4)
2026-05-30;Konsultia;58;135;54;124;31;57;18;35;53.4;96.6;10.3;0.0;86.2;98.3;Västra Götalands län (23) | Norrbottens län (15) | Gävleborgs län (5);Västra Götalands län (17) | Norrbottens län (6) | Gävleborgs län (4);Industriell tillverkning (34) | Transport, distribution, lager (9) | Administration, ekonomi, juridik (6);Maskinställare och maskinoperatörer, metallarbete (16) | Truckförare (5) | Personal- och HR-specialister (5) | Övriga maskin- och processoperatörer vid stål- och metallverk (4) | Svetsare och gasskärare (3)
2026-05-31;Manpower;51;201;51;201;34;140;13;70;66.7;64.7;7.8;0.0;56.9;100.0;Västra Götalands län (13) | Skåne län (6) | Stockholms län (5);Västra Götalands län (5) | Dalarnas län (4) | Skåne län (4);Industriell tillverkning (24) | Transport, distribution, lager (11) | Administration, ekonomi, juridik (8);Lager- och terminalpersonal (7) | Maskinställare och maskinoperatörer, metallarbete (7) | Montörer, elektrisk och elektronisk utrustning (4) | Svetsare och gasskärare (3) | Truckförare (3)
2026-05-31;Lernia;181;237;124;144;77;84;38;42;42.5;84.5;18.2;0.0;68.5;100.0;Västra Götalands län (40) | Hallands län (34) | Jönköpings län (21);Västra Götalands län (20) | Jönköpings län (11) | Kalmar län (9);Industriell tillverkning (77) | Transport, distribution, lager (41) | Installation, drift, underhåll (18);Maskinställare och maskinoperatörer, metallarbete (23) | Lager- och terminalpersonal (20) | Truckförare (15) | Montörer, metall-, gummi- och plastprodukter (15) | Svetsare och gasskärare (8)
2026-05-31;Adecco;153;319;141;302;91;184;49;96;59.5;79.1;21.6;0.0;62.1;100.0;Stockholms län (27) | Skåne län (21) | Västra Götalands län (20);Stockholms län (23) | Västra Götalands län (12) | Skåne län (11);Industriell tillverkning (41) | Administration, ekonomi, juridik (34) | Yrken med teknisk inriktning (21);Maskinställare och maskinoperatörer, metallarbete (17) | Ingenjörer och tekniker inom maskinteknik (13) | Marknadsanalytiker och marknadsförare m.fl. (7) | Lager- och terminalpersonal (7) | Truckförare (6)
2026-05-31;Perido;22;22;22;22;16;16;11;11;72.7;86.4;22.7;0.0;77.3;100.0;Stockholms län (11) | Västra Götalands län (9) | Dalarnas län (1);Västra Götalands län (8) | Stockholms län (8);Administration, ekonomi, juridik (13) | Försäljning, inköp, marknadsföring (5) | Data/IT (3);Personal- och HR-specialister (3) | Inköpare och upphandlare (3) | Informatörer, kommunikatörer och PR-specialister (2) | Kontorsreceptionister (2) | Bibliotekarier och arkivarier (1)
2026-05-31;Randstad;154;326;103;206;68;116;35;47;44.2;98.1;33.1;0.0;66.9;100.0;Västra Götalands län (51) | Stockholms län (34) | Östergötlands län (19);Västra Götalands län (23) | Stockholms län (16) | Uppsala län (6);Administration, ekonomi, juridik (29) | Industriell tillverkning (21) | Installation, drift, underhåll (20);Maskinställare och maskinoperatörer, metallarbete (13) | Kundtjänstpersonal (9) | Mjukvaru- och systemutvecklare m.fl. (8) | Civilingenjörsyrken inom maskinteknik (8) | Underhållsmekaniker och maskinreparatörer (8)
2026-05-31;Academic Work;396;396;280;280;197;197;107;107;49.7;84.1;12.1;0.0;87.9;100.0;Stockholms län (141) | Skåne län (52) | Västra Götalands län (49);Stockholms län (73) | Skåne län (29) | Västra Götalands län (24);Administration, ekonomi, juridik (107) | Yrken med teknisk inriktning (75) | Data/IT (69);Mjukvaru- och systemutvecklare m.fl. (33) | Ingenjörer och tekniker inom elektroteknik (22) | Företagssäljare (20) | Informatörer, kommunikatörer och PR-specialister (20) | Ekonomiassistenter m.fl. (15)
2026-05-31;Studentconsulting;245;722;202;511;127;277;66;145;51.8;66.9;0.0;0.0;100.0;100.0;Skåne län (49) | Västra Götalands län (38) | Norrbottens län (35);Skåne län (25) | Västra Götalands län (21) | Norrbottens län (17);Transport, distribution, lager (109) | Administration, ekonomi, juridik (40) | Försäljning, inköp, marknadsföring (26);Lager- och terminalpersonal (46) | Lastbilsförare m.fl. (29) | Truckförare (16) | Företagssäljare (14) | Kundtjänstpersonal (10)
2026-05-31;Poolia;74;75;73;74;50;50;26;26;67.6;59.5;24.3;0.0;36.5;100.0;Skåne län (16) | Stockholms län (15) | Östergötlands län (13);Östergötlands län (10) | Skåne län (10) | Stockholms län (9);Administration, ekonomi, juridik (25) | Försäljning, inköp, marknadsföring (18) | Data/IT (12);Inköpare och upphandlare (9) | Drifttekniker, IT (4) | Supporttekniker, IT (4) | Övriga kontorsassistenter och sekreterare (4) | Controller (4)
2026-05-31;Uniflex;171;328;140;255;86;159;45;86;50.3;90.1;23.4;0.0;69.0;100.0;Jönköpings län (31) | Västra Götalands län (31) | Stockholms län (20);Stockholms län (19) | Jönköpings län (13) | Örebro län (8);Industriell tillverkning (67) | Transport, distribution, lager (43) | Bygg och anläggning (22);Lager- och terminalpersonal (23) | Maskinställare och maskinoperatörer, metallarbete (14) | Svetsare och gasskärare (11) | Montörer, metall-, gummi- och plastprodukter (8) | Lastbilsförare m.fl. (7)
2026-05-31;OnePartnerGroup;185;291;158;243;94;167;61;117;50.8;93.0;85.4;0.0;10.3;96.2;Jönköpings län (35) | Västra Götalands län (35) | Västernorrlands län (16);Jönköpings län (17) | Västra Götalands län (16) | Stockholms län (10);Industriell tillverkning (48) | Transport, distribution, lager (37) | Installation, drift, underhåll (21);Lager- och terminalpersonal (16) | Truckförare (10) | Maskinställare och maskinoperatörer, metallarbete (9) | Företagssäljare (9) | Montörer, metall-, gummi- och plastprodukter (8)
2026-05-31;Skill;81;84;71;74;45;48;29;32;55.6;92.6;43.2;0.0;49.4;100.0;Östergötlands län (58) | Västra Götalands län (13) | Jönköpings län (4);Östergötlands län (32) | Västra Götalands län (8) | Jönköpings län (3);Yrken med teknisk inriktning (27) | Industriell tillverkning (18) | Försäljning, inköp, marknadsföring (9);Ingenjörer och tekniker inom maskinteknik (10) | Maskinställare och maskinoperatörer, metallarbete (6) | Ingenjörer och tekniker inom elektroteknik (6) | Inköpare och upphandlare (5) | Mjukvaru- och systemutvecklare m.fl. (4)
2026-05-31;Arena Personal;100;100;72;72;64;64;47;47;64.0;75.0;45.0;0.0;31.0;100.0;Södermanlands län (35) | Stockholms län (23) | Västra Götalands län (10);Södermanlands län (21) | Stockholms län (18) | Skåne län (5);Transport, distribution, lager (68) | Industriell tillverkning (7) | Sanering och renhållning (6);Lastbilsförare m.fl. (48) | Lager- och terminalpersonal (12) | Motorfordonsmekaniker och fordonsreparatörer (5) | Truckförare (4) | Städare (4)
2026-05-31;Tranpenad;42;60;21;21;10;10;6;6;23.8;73.8;28.6;0.0;50.0;100.0;Västra Götalands län (21) | Stockholms län (6) | Uppsala län (5);Södermanlands län (3) | Jönköpings län (2) | Västmanlands län (1);Transport, distribution, lager (35) | Yrken med teknisk inriktning (3) | Chefer och verksamhetsledare (1);Lager- och terminalpersonal (22) | Truckförare (12) | Ingenjörer och tekniker inom maskinteknik (3) | Inköps-, logistik- och transportchefer (1) | Maskinställare och maskinoperatörer, metallarbete (1)
2026-05-31;Jobandtalent;123;138;92;103;61;61;29;29;49.6;69.1;13.8;0.0;62.6;99.2;Östergötlands län (30) | Västra Götalands län (18) | Stockholms län (17);Stockholms län (12) | Västra Götalands län (12) | Hallands län (7);Transport, distribution, lager (52) | Försäljning, inköp, marknadsföring (25) | Industriell tillverkning (16);Lastbilsförare m.fl. (29) | Butikssäljare, dagligvaror (22) | Lager- och terminalpersonal (17) | Truckförare (5) | Fastighetsskötare (3)
2026-05-31;NearYou;79;116;67;95;55;81;26;29;69.6;93.7;43.0;0.0;51.9;100.0;Västra Götalands län (56) | Kalmar län (9) | Jönköpings län (7);Västra Götalands län (37) | Jönköpings län (6) | Kalmar län (5);Industriell tillverkning (35) | Transport, distribution, lager (12) | Yrken med teknisk inriktning (9);Maskinställare och maskinoperatörer, metallarbete (11) | Truckförare (10) | Montörer, metall-, gummi- och plastprodukter (6) | Montörer, elektrisk och elektronisk utrustning (6) | Maskinoperatörer, gummiindustri (4)
2026-05-31;SJR;25;25;25;25;16;16;8;8;64.0;44.0;36.0;0.0;12.0;100.0;Stockholms län (13) | Västra Götalands län (5) | Uppsala län (4);Stockholms län (7) | Västra Götalands län (5) | Uppsala län (2);Administration, ekonomi, juridik (22) | Försäljning, inköp, marknadsföring (1) | Chefer och verksamhetsledare (1);Redovisningsekonomer (7) | Ekonomiassistenter m.fl. (5) | Controller (5) | Ordersamordnare m.fl. (1) | Affärs- och företagsjurister (1)
2026-05-31;Clockwork;46;77;45;76;33;49;18;27;71.7;84.8;39.1;0.0;50.0;100.0;Dalarnas län (20) | Gävleborgs län (8) | Stockholms län (6);Dalarnas län (12) | Stockholms län (6) | Gävleborgs län (6);Transport, distribution, lager (12) | Administration, ekonomi, juridik (8) | Installation, drift, underhåll (6);Truckförare (5) | Underhållsmekaniker och maskinreparatörer (4) | Lager- och terminalpersonal (3) | Kundtjänstpersonal (3) | Maskinställare och maskinoperatörer, metallarbete (3)
2026-05-31;Logent;33;46;19;21;11;11;5;5;33.3;66.7;21.2;0.0;45.5;100.0;Skåne län (13) | Västra Götalands län (8) | Stockholms län (6);Skåne län (4) | Stockholms län (4) | Uppsala län (1);Transport, distribution, lager (19) | Industriell tillverkning (7) | Installation, drift, underhåll (3);Lager- och terminalpersonal (13) | Maskinoperatörer, kött- och fiskberedningsindustri (3) | Övriga bil-, motorcykel- och cykelförare (3) | Truckförare (3) | Motorfordonsmekaniker och fordonsreparatörer (2)
2026-05-31;Bemannia;32;33;31;32;22;22;18;18;68.8;53.1;9.4;0.0;50.0;100.0;Stockholms län (20) | Västra Götalands län (4) | Hallands län (3);Stockholms län (10) | Västra Götalands län (4) | Hallands län (3);Administration, ekonomi, juridik (16) | Sanering och renhållning (5) | Pedagogik (4);Renhållnings- och återvinningsarbetare (5) | Personal- och HR-specialister (3) | Övriga jurister (3) | Planerare och utredare m.fl. (2) | Mjukvaru- och systemutvecklare m.fl. (2)
